State Code,County Code,Site Number,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
8,57,3,"Walden, Colorado - Chandler Ranch",Colorado,Jackson,Not in a city,2013-04-26,Parts per billion,1.291304,3.2,19,3,Parts per million,0.0345,0.053,10,45,Parts per billion,0.004348,0.1,7,0.0,Parts per million,0.2,0.2,0,2.0
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2006-01-07,Parts per billion,21.25,38.0,0,36,Parts per million,0.021917,0.035,13,30,Parts per billion,1.608696,4.0,17,6.0,Parts per million,0.45,0.8,0,9.0
4,13,3003,2857 N MILLER RD-S SCOTTSDALE STN,Arizona,Maricopa,Scottsdale,2003-11-13,Parts per billion,33.125,39.0,18,37,Parts per million,0.008083,0.019,9,16,Parts per billion,0.541667,2.0,21,3.0,Parts per million,0.775,1.3,22,15.0
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2006-04-06,Parts per billion,13.125,28.0,5,26,Parts per million,0.025625,0.043,9,36,Parts per billion,7.5,27.0,21,39.0,Parts per million,0.058333,0.1,3,1.0
44,7,1010,"FRANCIS SCHOOL, 64 BOURNE AVE",Rhode Island,Providence,East Providence,2015-12-06,Parts per billion,14.9375,25.8,20,24,Parts per million,0.011583,0.023,9,21,Parts per billion,0.6,1.1,8,1.0,Parts per million,0.479167,0.7,3,8.0
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2005-10-08,Parts per billion,15.791667,28.0,18,26,Parts per million,0.008458,0.02,10,17,Parts per billion,4.708333,23.0,9,33.0,Parts per million,0.654167,1.4,1,16.0
36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,2003-04-23,Parts per billion,15.083333,21.0,18,20,Parts per million,0.021611,0.027,19,23,Parts per billion,4.869565,10.0,5,14.0,Parts per million,0.475,0.7,0,8.0
36,101,3,"8301 ACKERSON ROAD, Pinnacle State Park",New York,Steuben,Not in a city,2011-09-15,Parts per billion,0.120833,1.8,2,1,Parts per million,0.016833,0.021,3,18,Parts per billion,0.080952,0.2,17,0.0,Parts per million,0.138889,0.2,0,2.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2010-01-02,Parts per billion,8.708333,10.0,0,9,Parts per million,0.032083,0.034,8,29,Parts per billion,3.208333,4.0,6,6.0,Parts per million,0.766667,0.8,8,9.0
56,41,101,Murphy Ridge LOCATED NEAR WYOMING UTAH BORDER,Wyoming,Uinta,Not in a city,2007-06-02,Parts per billion,2.166667,8.0,0,8,Parts per million,0.046333,0.055,10,47,Parts per billion,0.308333,1.4,10,1.0,Parts per million,0.2,0.2,0,2.0
32,3,601,1005 INDUSTRIAL ROAD,Nevada,Clark,Boulder City,2002-04-06,Parts per billion,1.25,10.0,18,9,Parts per million,0.049375,0.056,10,47,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
36,55,1007,"2 YARMOUTH ROAD, RG&E Substation",New York,Monroe,Rochester,2011-02-11,Parts per billion,32.171429,44.3,19,42,Parts per million,0.021222,0.033,23,28,Parts per billion,4.1,5.3,17,7.0,Parts per million,0.3,0.3,22,3.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2003-09-07,Parts per billion,3.217391,6.0,5,6,Parts per million,0.020708,0.026,7,22,Parts per billion,0.727273,2.0,9,3.0,Parts per million,0.008333,0.1,12,1.0
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2013-09-12,Parts per billion,17.179167,24.9,6,23,Parts per million,0.019625,0.029,12,27,Parts per billion,0.743478,1.2,9,1.0,Parts per million,0.2625,0.3,0,3.0
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2011-11-02,Parts per billion,4.008333,12.4,6,11,Parts per million,0.026583,0.036,11,31,Parts per billion,0.591667,0.9,11,0.0,Parts per million,0.2,0.2,5,2.0
8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2001-10-07,Parts per billion,28.826087,43.0,0,41,Parts per million,0.011458,0.032,12,27,Parts per billion,1.826087,11.0,10,16.0,Parts per million,0.641667,1.2,2,14.0
6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2004-10-04,Parts per billion,33.869565,54.0,4,51,Parts per million,0.023083,0.048,9,41,Parts per billion,1.695652,6.0,4,9.0,Parts per million,0.583333,1.0,8,11.0
15,3,10,2052 LAUWILIWILI ST,Hawaii,Honolulu,Not in a city,2012-01-01,Parts per billion,2.583333,9.0,22,8,Parts per million,0.025375,0.034,9,29,Parts per billion,0.134783,0.3,0,0.0,Parts per million,0.1,0.1,6,1.0
48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,2011-05-14,Parts per billion,6.020833,9.7,0,8,Parts per million,0.033833,0.052,12,44,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1,0.1,0,1.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2014-06-05,Parts per billion,28.333333,66.0,22,64,Parts per million,0.0345,0.071,11,101,Parts per billion,1.666667,4.0,1,6.0,Parts per million,0.433333,0.7,6,8.0
13,89,2,"2390-B Wildcat Road, Decatur GA 30034",Georgia,DeKalb,Not in a city,2012-03-19,Parts per billion,21.775,50.5,21,47,Parts per million,0.0215,0.055,12,47,Parts per billion,1.075,8.2,11,11.0,Parts per million,0.583333,0.8,3,9.0
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2013-12-29,Parts per billion,32.673913,47.8,18,44,Parts per million,0.011708,0.03,9,28,Parts per billion,1.06087,1.9,22,1.0,Parts per million,0.920833,1.5,4,17.0
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2000-05-24,Parts per billion,16.416667,40.0,22,38,Parts per million,0.039292,0.064,11,64,Parts per billion,13.0,28.0,6,40.0,Parts per million,0.116667,0.2,0,2.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2013-07-10,Parts per billion,4.285714,7.0,6,7,Parts per million,0.028667,0.04,10,37,Parts per billion,0.05,0.1,7,0.0,Parts per million,0.1,0.1,0,1.0
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2005-10-04,Parts per billion,8.608696,17.0,6,16,Parts per million,0.024167,0.037,10,31,Parts per billion,2.863636,5.0,15,7.0,Parts per million,0.258333,0.3,0,3.0
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,2014-01-05,Parts per billion,10.541667,18.0,16,17,Parts per million,0.028375,0.032,7,30,Parts per billion,2.041667,4.0,11,6.0,Parts per million,0.058333,0.2,1,2.0
48,453,14,3724 North Hills Dr,Texas,Travis,Austin,2014-03-18,Parts per billion,6.591667,14.0,6,13,Parts per million,0.042208,0.055,11,51,Parts per billion,0.95,2.6,1,3.0,Parts per million,0.104167,0.2,0,2.0
46,99,8,2001 E 8th St,South Dakota,Minnehaha,Sioux Falls,2014-07-04,Parts per billion,1.7375,3.0,21,3,Parts per million,0.047292,0.056,11,54,Parts per billion,0.741667,1.0,21,1.0,Parts per million,0.1,0.1,0,1.0
45,19,46,390 BULLS ISLAND ROAD (AWENDAW) [Cape Romain],South Carolina,Charleston,Not in a city,2007-04-11,Parts per billion,1.565217,4.0,5,4,Parts per million,0.041125,0.045,10,38,Parts per billion,0.045455,1.0,0,1.0,Parts per million,0.2,0.2,0,2.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2009-08-20,Parts per billion,23.611111,41.0,6,39,Parts per million,0.032813,0.051,10,43,Parts per billion,3.335,10.0,0,14.0,Parts per million,0.0,0.0,0,0.0
15,3,10,2052 LAUWILIWILI ST,Hawaii,Honolulu,Not in a city,2015-05-23,Parts per billion,1.616667,2.5,6,2,Parts per million,0.049917,0.052,4,48,Parts per billion,2.0625,2.2,5,3.0,Parts per million,0.6,0.6,0,7.0
32,31,16,"301 A STATE STREET, RENO, NV 89502",Nevada,Washoe,Reno,2014-04-08,Parts per billion,11.77619,32.3,23,30,Parts per million,0.036833,0.053,10,49,Parts per billion,0.104762,0.3,23,0.0,Parts per million,0.142857,0.2,21,2.0
45,19,46,390 BULLS ISLAND ROAD (AWENDAW) [Cape Romain],South Carolina,Charleston,Not in a city,2008-04-22,Parts per billion,1.619048,5.0,4,5,Parts per million,0.038083,0.048,12,41,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.220833,0.5,6,6.0
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2013-02-23,Parts per billion,30.954167,54.9,22,51,Parts per million,0.02275,0.041,10,38,Parts per billion,1.6875,7.2,10,10.0,Parts per million,0.8625,0.9,0,10.0
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2004-05-17,Parts per billion,15.416667,36.0,9,34,Parts per million,0.029917,0.052,11,44,Parts per billion,4.25,16.0,6,23.0,Parts per million,0.3,0.5,8,6.0
20,209,21,"1210 N. 10TH ST.,JFK RECREATION CENTER",Kansas,Wyandotte,Kansas City,2003-09-22,Parts per billion,13.15,27.0,0,25,Parts per million,0.01975,0.039,9,33,Parts per billion,0.3,1.0,4,1.0,Parts per million,0.158333,0.4,0,5.0
39,9,4,7760 BLACKBURN ROAD,Ohio,Athens,Athens,2009-06-20,Parts per billion,1.230435,2.2,3,2,Parts per million,0.04275,0.05,11,42,Parts per billion,1.53913,2.6,3,3.0,Parts per million,0.0,0.0,0,0.0
36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2012-03-04,Parts per billion,15.1375,27.0,19,25,Parts per million,0.026625,0.03,9,25,Parts per billion,6.045833,11.0,19,16.0,Parts per million,0.220833,0.3,0,3.0
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2003-07-20,Parts per billion,1.565217,4.0,7,4,Parts per million,0.021083,0.023,2,19,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.270833,0.3,0,3.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2000-07-29,Parts per billion,32.652174,44.0,9,42,Parts per million,0.020167,0.046,10,39,Parts per billion,0.478261,2.0,5,3.0,Parts per million,0.704167,0.8,10,9.0
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,2012-02-27,Parts per billion,10.333333,24.0,8,23,Parts per million,0.028417,0.048,11,41,Parts per billion,1.333333,4.0,22,6.0,Parts per million,0.658333,0.9,4,10.0
4,13,9997,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,2006-05-12,Parts per billion,26.75,56.0,20,53,Parts per million,0.031417,0.059,11,50,Parts per billion,1.666667,3.0,0,4.0,Parts per million,0.783333,1.4,3,16.0
42,91,13,STATE ARMORY - 1046 BELVOIR RD,Pennsylvania,Montgomery,Norristown,2002-09-30,Parts per billion,17.75,33.0,20,31,Parts per million,0.01675,0.041,10,35,Parts per billion,2.791667,9.0,9,13.0,Parts per million,0.429167,0.6,9,7.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2012-10-24,Parts per billion,19.333333,45.0,19,42,Parts per million,0.019583,0.051,10,43,Parts per billion,0.254167,1.2,11,1.0,Parts per million,0.645833,0.9,23,10.0
10,3,2004,MLK BLVD AND JUSTISON ST.,Delaware,New Castle,Wilmington,2014-07-03,Parts per billion,7.368182,15.5,22,14,Parts per million,0.033412,0.054,8,50,Parts per billion,0.647826,1.5,9,1.0,Parts per million,0.118182,0.2,0,2.0
6,37,4002,"3648 N. LONG BEACH BLVD., LONG BEACH",California,Los Angeles,Long Beach,2000-04-13,Parts per billion,21.173913,42.0,10,40,Parts per million,0.025917,0.035,1,30,Parts per billion,1.043478,7.0,10,10.0,Parts per million,0.404167,0.7,0,8.0
16,1,10,"520 S. EAGLE ROAD,  MERIDIAN",Idaho,Ada,Not in a city,2010-04-30,Parts per billion,1.541667,6.0,23,6,Parts per million,0.029208,0.036,10,31,Parts per billion,0.091667,0.5,15,0.0,Parts per million,0.1,0.1,0,1.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2000-03-15,Parts per billion,15.956522,26.0,0,25,Parts per million,0.017125,0.026,12,22,Parts per billion,1.818182,3.0,5,4.0,Parts per million,0.708333,1.2,7,14.0
20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,2006-01-17,Parts per billion,1.458333,3.0,20,3,Parts per million,0.024708,0.034,11,29,Parts per billion,0.625,2.0,13,3.0,Parts per million,0.1625,0.4,18,5.0
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,2002-05-06,Parts per billion,9.916667,28.0,8,26,Parts per million,0.042417,0.068,11,77,Parts per billion,1.875,14.0,8,20.0,Parts per million,0.0,0.0,0,0.0
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2001-09-27,Parts per billion,5.521739,14.0,8,13,Parts per million,0.052542,0.063,10,61,Parts per billion,1.043478,4.0,8,6.0,Parts per million,0.2,0.2,0,2.0
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2015-12-02,Parts per billion,11.391304,21.0,7,20,Parts per million,0.017375,0.035,10,32,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.283333,0.4,0,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2015-01-29,Parts per billion,27.208333,33.0,11,31,Parts per million,0.00525,0.012,23,11,Parts per billion,1.208333,3.0,11,4.0,Parts per million,0.6125,0.8,7,9.0
35,1,23,4700A SAN MATEO NE,New Mexico,Bernalillo,Albuquerque,2013-10-23,Parts per billion,17.675,35.9,18,33,Parts per million,0.020792,0.037,9,34,Parts per billion,0.729167,1.2,7,1.0,Parts per million,0.245833,0.3,0,3.0
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,2004-09-13,Parts per billion,11.857143,23.0,6,22,Parts per million,0.024792,0.039,11,33,Parts per billion,9.75,34.0,7,49.0,Parts per million,0.5375,0.7,0,8.0
51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,2011-10-31,Parts per billion,13.854167,29.7,21,27,Parts per million,0.014158,0.026,9,22,Parts per billion,0.695833,1.4,17,1.0,Parts per million,0.9,1.3,3,15.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2011-06-03,Parts per billion,13.789474,28.0,0,26,Parts per million,0.049792,0.072,11,90,Parts per billion,0.9,1.3,10,1.0,Parts per million,0.495833,0.6,0,7.0
49,47,5632,"Accessed from Dragon Road/145-S, Uintah Co, UT",Utah,Uintah,Not in a city,2013-05-11,Parts per billion,1.775,6.5,20,6,Parts per million,0.046375,0.058,11,49,Parts per billion,-0.629167,-0.6,0,0.0,Parts per million,0.904167,1.8,0,20.0
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2011-02-17,Parts per billion,7.125,35.9,21,33,Parts per million,0.032167,0.04,8,34,Parts per billion,0.904167,1.9,3,1.0,Parts per million,0.236364,0.4,21,5.0
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2007-05-18,Parts per billion,15.041667,41.0,19,39,Parts per million,0.032042,0.047,10,40,Parts per billion,3.304348,4.0,1,6.0,Parts per million,0.358333,0.5,22,6.0
36,103,9,57 DIVISION STREET,New York,Suffolk,Holtsville,2009-02-15,Parts per billion,8.958333,30.0,19,28,Parts per million,0.028625,0.037,8,31,Parts per billion,3.791667,11.0,22,16.0,Parts per million,0.058333,0.2,21,2.0
6,37,5001,"5234 W. 120TH ST., HAWTHORNE",California,Los Angeles,Hawthorne,2002-08-18,Parts per billion,12.73913,28.0,11,26,Parts per million,0.045417,0.056,13,47,Parts per billion,0.043478,1.0,16,1.0,Parts per million,0.491667,0.7,11,8.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2006-02-26,Parts per billion,20.73913,37.0,0,35,Parts per million,0.026625,0.045,20,38,Parts per billion,0.863636,3.0,10,4.0,Parts per million,0.608333,0.8,12,9.0
42,7,14,EIGHT STREET AND RIVER ALLEY,Pennsylvania,Beaver,Beaver Falls,2007-05-30,Parts per billion,16.666667,32.0,23,30,Parts per million,0.027176,0.068,12,77,Parts per billion,6.416667,14.0,10,20.0,Parts per million,0.170833,0.2,1,2.0
34,7,2,266 Spruce Street,New Jersey,Camden,Camden,2012-09-21,Parts per billion,9.916667,22.0,4,21,Parts per million,0.0265,0.046,10,39,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.258333,0.3,0,3.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2002-10-05,Parts per billion,46.73913,71.0,10,69,Parts per million,0.021125,0.055,9,47,Parts per billion,2.391304,5.0,5,7.0,Parts per million,1.575,2.3,6,26.0
36,5,133,200TH STREET AND SOUTHERN BOULDVARD Pfizer Lab,New York,Bronx,New York,2012-12-03,Parts per billion,30.666667,46.2,20,43,Parts per million,0.00675,0.017,9,14,Parts per billion,6.408696,27.9,7,39.0,Parts per million,0.7375,1.1,22,13.0
6,19,8,"3425 N FIRST ST, FRESNO",California,Fresno,Fresno,2010-09-20,Parts per billion,8.272727,20.0,20,19,Parts per million,0.026458,0.042,10,36,Parts per billion,1.045455,2.0,23,3.0,Parts per million,0.1125,0.2,21,2.0
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2008-03-15,Parts per billion,16.166667,33.0,7,31,Parts per million,0.040417,0.054,10,46,Parts per billion,0.208333,1.0,7,1.0,Parts per million,0.2625,0.3,0,3.0
4,13,9997,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,2010-08-27,Parts per billion,11.333333,21.0,1,20,Parts per million,0.037958,0.055,11,47,Parts per billion,0.75,2.0,17,3.0,Parts per million,0.2625,0.4,8,5.0
8,31,2,2105 BROADWAY,Colorado,Denver,Denver,2014-06-24,Parts per billion,17.03913,25.6,15,24,Parts per million,0.039353,0.052,12,48,Parts per billion,0.416667,3.0,11,4.0,Parts per million,0.2625,0.3,9,3.0
6,87,3, Center St,California,Santa Cruz,Davenport,2007-08-24,Parts per billion,1.583333,2.0,4,2,Parts per million,0.025542,0.035,11,30,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.3,0.3,0,3.0
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2010-09-23,Parts per billion,7.354167,12.7,19,11,Parts per million,0.020583,0.028,11,24,Parts per billion,0.404167,0.9,0,0.0,Parts per million,0.229167,0.3,0,3.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2012-12-21,Parts per billion,25.818182,49.0,20,46,Parts per million,0.015625,0.037,9,31,Parts per billion,1.26087,5.0,20,7.0,Parts per million,0.295833,1.0,22,11.0
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-01-17,Parts per billion,17.090909,24.0,6,23,Parts per million,0.007292,0.012,23,10,Parts per billion,0.909091,2.0,4,3.0,Parts per million,1.020833,1.4,1,16.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2012-11-18,Parts per billion,17.95,30.4,2,28,Parts per million,0.019542,0.029,9,25,Parts per billion,1.720833,4.5,2,6.0,Parts per million,0.245833,0.4,0,5.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2003-12-07,Parts per billion,7.26087,22.0,22,21,Parts per million,0.028833,0.039,8,33,Parts per billion,0.590909,3.0,0,4.0,Parts per million,0.520833,0.6,0,7.0
26,163,16,2451 MARQUETTE,Michigan,Wayne,Detroit,2003-07-07,Parts per billion,16.0,38.0,22,36,Parts per million,0.03075,0.041,12,35,Parts per billion,1.208333,6.0,6,9.0,Parts per million,0.320833,0.5,23,6.0
42,125,5,CHARLER01 WASTE TREATMENT PLANT,Pennsylvania,Washington,Charleroi,2002-09-04,Parts per billion,10.863636,21.0,23,20,Parts per million,0.032,0.057,10,48,Parts per billion,6.125,15.0,18,21.0,Parts per million,0.0,0.0,0,0.0
40,109,1037,2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),Oklahoma,Oklahoma,Oklahoma City,2014-01-14,Parts per billion,5.916667,23.0,20,22,Parts per million,0.027125,0.035,10,32,Parts per billion,0.041667,1.0,4,1.0,Parts per million,0.116667,0.2,0,2.0
4,13,9997,4530 N 17TH AVENUE,Arizona,Maricopa,Phoenix,2014-07-19,Parts per billion,7.083333,19.0,8,18,Parts per million,0.030833,0.047,11,44,Parts per billion,1.495833,1.8,9,1.0,Parts per million,0.245833,0.3,7,3.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2007-06-03,Parts per billion,9.958333,19.0,2,18,Parts per million,0.031542,0.042,9,36,Parts per billion,3.041667,10.0,11,14.0,Parts per million,0.141667,0.2,0,2.0
9,9,27,1JAMES STREET,Connecticut,New Haven,New Haven,2013-01-29,Parts per billion,21.75,30.0,3,28,Parts per million,0.006583,0.011,12,9,Parts per billion,1.333333,1.9,12,1.0,Parts per million,0.458333,0.5,3,6.0
6,1,2004,1340 Sixth Street,California,Alameda,Berkeley,2008-06-29,Parts per billion,4.782609,9.0,19,8,Parts per million,0.022125,0.033,0,28,Parts per billion,0.478261,1.0,0,1.0,Parts per million,0.095833,0.1,0,1.0
8,31,2,2105 BROADWAY,Colorado,Denver,Denver,2006-09-22,Parts per billion,16.75,25.0,6,24,Parts per million,0.010833,0.017,11,14,Parts per billion,0.772727,2.0,19,3.0,Parts per million,0.529167,0.7,11,8.0
6,67,6,"DEL PASO-2701 AVALON DR, SACRAMENTO",California,Sacramento,Arden-Arcade,2006-05-02,Parts per billion,9.086957,20.0,5,19,Parts per million,0.031571,0.052,12,44,Parts per billion,0.217391,1.0,4,1.0,Parts per million,0.320833,0.5,1,6.0
42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,2001-05-16,Parts per billion,11.875,23.0,1,22,Parts per million,0.033792,0.053,11,45,Parts per billion,7.125,14.0,9,20.0,Parts per million,0.538462,0.6,7,7.0
48,113,69,1415 Hinton Street,Texas,Dallas,Dallas,2015-07-25,Parts per billion,6.1625,15.1,22,14,Parts per million,0.030042,0.042,11,39,Parts per billion,0.226087,1.2,22,1.0,Parts per million,0.141667,0.2,0,2.0
6,37,1002,"228 W. PALM AVE., BURBANK",California,Los Angeles,Burbank,2012-08-04,Parts per billion,12.713636,21.2,0,20,Parts per million,0.0375,0.063,11,61,Parts per billion,0.531818,1.0,2,1.0,Parts per million,0.2,0.2,0,2.0
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2010-06-17,Parts per billion,0.478261,5.0,5,5,Parts per million,0.029542,0.034,22,29,Parts per billion,0.304348,1.0,2,1.0,Parts per million,0.0,0.0,0,0.0
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2015-06-03,Parts per billion,3.458333,8.0,7,8,Parts per million,0.024458,0.035,10,32,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.616667,0.7,9,8.0
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,2000-10-10,Parts per billion,31.166667,51.0,21,48,Parts per million,0.010083,0.025,9,21,Parts per billion,4.208333,8.0,20,11.0,Parts per million,2.0125,3.8,23,43.0
21,19,15,32ND & RAILROAD STS.,Kentucky,Boyd,Ashland,2000-05-17,Parts per billion,19.434783,44.0,21,42,Parts per million,0.0405,0.063,10,61,Parts per billion,4.304348,8.0,7,11.0,Parts per million,0.075,0.1,0,1.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2001-05-16,Parts per billion,0.043478,1.0,5,1,Parts per million,0.03925,0.053,16,45,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0
6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,2008-04-03,Parts per billion,7.521739,36.0,20,34,Parts per million,0.027375,0.039,10,33,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.479167,0.7,20,8.0
39,61,40,250 WM. HOWARD TAFT,Ohio,Hamilton,Cincinnati,2014-09-03,Parts per billion,16.208333,36.0,20,34,Parts per million,0.02475,0.056,11,54,Parts per billion,1.059091,5.3,9,7.0,Parts per million,0.283333,0.4,22,5.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2001-05-26,Parts per billion,5.45,9.0,7,8,Parts per million,0.04015,0.047,10,40,Parts per billion,0.3,1.0,6,1.0,Parts per million,0.323529,0.4,0,5.0
42,3,8,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,2013-10-04,Parts per billion,8.308333,15.4,6,14,Parts per million,0.01325,0.031,10,29,Parts per billion,0.9,2.6,9,3.0,Parts per million,0.220833,0.4,23,5.0
42,133,8,HILL ST.,Pennsylvania,York,York,2005-06-14,Parts per billion,8.375,19.0,6,18,Parts per million,0.052583,0.068,10,77,Parts per billion,4.625,12.0,7,17.0,Parts per million,0.0,0.0,0,0.0
48,141,37,250 Rim Rd,Texas,El Paso,El Paso,2004-05-18,Parts per billion,22.875,46.0,22,43,Parts per million,0.02375,0.047,10,40,Parts per billion,1.208333,4.0,5,6.0,Parts per million,0.2875,0.7,23,8.0
6,37,5005,7201 W. WESTCHESTER PARKWAY,California,Los Angeles,Los Angeles,2015-02-20,Parts per billion,11.309091,19.6,23,18,Parts per million,0.037042,0.053,12,49,Parts per billion,0.345455,0.6,11,0.0,Parts per million,0.320833,0.4,6,5.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2009-04-30,Parts per billion,28.166667,58.0,23,55,Parts per million,0.032958,0.064,11,64,Parts per billion,1.375,3.0,21,4.0,Parts per million,0.720833,1.0,3,11.0
6,73,2007,"1100 PASEO INTERNATIONAL, OTAY MESA, CA",California,San Diego,San Diego,2000-08-02,Parts per billion,20.545455,60.0,7,57,Parts per million,0.015375,0.023,8,19,Parts per billion,3.5,9.0,7,13.0,Parts per million,0.879167,1.5,12,17.0
40,143,1127,3520 1/2 N. PEORIA,Oklahoma,Tulsa,Tulsa,2007-06-13,Parts per billion,11.166667,20.0,21,19,Parts per million,0.026708,0.045,12,38,Parts per billion,0.254167,0.7,8,0.0,Parts per million,0.358333,0.4,0,5.0
40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,2004-10-12,Parts per billion,5.416667,10.0,18,9,Parts per million,0.017375,0.024,9,20,Parts per billion,0.625,2.0,23,3.0,Parts per million,0.0,0.0,0,0.0
