State Code,County Code,Site Number,Address,State,County,City,Date Local,NO2 Units,NO2 Mean,NO2 1st Max Value,NO2 1st Max Hour,NO2 AQI,O3 Units,O3 Mean,O3 1st Max Value,O3 1st Max Hour,O3 AQI,SO2 Units,SO2 Mean,SO2 1st Max Value,SO2 1st Max Hour,SO2 AQI,CO Units,CO Mean,CO 1st Max Value,CO 1st Max Hour,CO AQI
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2013-03-12,Parts per billion,12.821053,22.9,15,21,Parts per million,0.02275,0.029,0,27,Parts per billion,0.869565,1.2,12,1.0,Parts per million,0.335,0.4,17,5.0
6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,2000-01-02,Parts per billion,6.826087,14.0,20,13,Parts per million,0.022375,0.033,9,28,Parts per billion,0.304348,2.0,3,3.0,Parts per million,0.233333,0.3,0,3.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2010-08-05,Parts per billion,16.75,31.0,6,29,Parts per million,0.044917,0.064,11,64,Parts per billion,2.558333,6.3,8,9.0,Parts per million,0.0875,0.2,5,2.0
6,83,2004,"128 S 'H' ST, LOMPOC",California,Santa Barbara,Lompoc,2002-01-08,Parts per billion,8.173913,14.0,17,13,Parts per million,0.019625,0.025,12,21,Parts per billion,1.086957,2.0,11,3.0,Parts per million,0.358333,0.6,12,7.0
4,13,3002,1645 E ROOSEVELT ST-CENTRAL PHOENIX STN,Arizona,Maricopa,Phoenix,2007-08-12,Parts per billion,12.75,41.0,20,39,Parts per million,0.033583,0.064,10,64,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.270833,0.5,0,6.0
16,1,10,"520 S. EAGLE ROAD,  MERIDIAN",Idaho,Ada,Not in a city,2010-06-05,Parts per billion,3.875,18.0,21,17,Parts per million,0.027792,0.042,11,36,Parts per billion,0.2125,0.5,1,0.0,Parts per million,0.108333,0.2,0,2.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2000-10-22,Parts per billion,36.291667,45.0,17,42,Parts per million,0.0035,0.007,7,6,Parts per billion,9.916667,45.0,9,62.0,Parts per million,0.991667,1.5,23,17.0
56,13,6001,"90 GAS HILL ROAD, RIVERTON, WY",Wyoming,Fremont,Riverton,2015-05-24,Parts per billion,0.083333,1.0,0,1,Parts per million,0.033833,0.038,6,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
22,33,9,1061-A Leesville Ave,Louisiana,East Baton Rouge,Baton Rouge,2009-11-07,Parts per billion,10.666667,29.0,0,27,Parts per million,0.033792,0.049,10,42,Parts per billion,0.4125,1.1,8,1.0,Parts per million,0.308333,0.5,0,6.0
19,153,30,"1907 CARPENTER, DES MOINES IOWA",Iowa,Polk,Des Moines,2007-05-02,Parts per billion,8.25,17.0,6,16,Parts per million,0.036417,0.048,11,41,Parts per billion,0.108696,0.2,7,0.0,Parts per million,0.345833,0.4,7,5.0
37,119,41,1130 EASTWAY DRIVE,North Carolina,Mecklenburg,Charlotte,2010-10-04,Parts per billion,8.791667,29.0,20,27,Parts per million,0.019583,0.035,10,30,Parts per billion,0.27,1.7,21,1.0,Parts per million,0.220833,0.3,19,3.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2006-03-29,Parts per billion,13.565217,23.0,19,22,Parts per million,0.026625,0.032,0,27,Parts per billion,0.818182,2.0,12,3.0,Parts per million,0.416667,0.5,12,6.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2012-01-14,Parts per billion,24.769565,41.1,18,39,Parts per million,0.00975,0.021,9,18,Parts per billion,5.277273,6.6,13,9.0,Parts per million,0.554167,0.8,22,9.0
6,71,306,"14306 PARK AVE., VICTORVILLE, CA",California,San Bernardino,Victorville,2008-05-23,Parts per billion,8.0,15.0,1,14,Parts per million,0.036667,0.039,8,33,Parts per billion,0.652174,1.0,0,1.0,Parts per million,0.1,0.1,0,1.0
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,2002-08-30,Parts per billion,7.708333,9.0,8,8,Parts per million,0.0105,0.021,10,18,Parts per billion,3.875,9.0,11,13.0,Parts per million,0.133333,0.3,23,3.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2011-11-26,Parts per billion,23.291667,28.0,3,26,Parts per million,0.004167,0.009,10,8,Parts per billion,1.75,2.0,0,3.0,Parts per million,1.404167,2.2,9,25.0
17,31,4201,750 DUNDEE ROAD,Illinois,Cook,Northbrook,2007-06-06,Parts per billion,16.75,27.0,7,25,Parts per million,0.030542,0.046,22,39,Parts per billion,2.375,7.0,21,10.0,Parts per million,0.395833,0.5,6,6.0
29,510,86,"MARGARETTA: 4520 Margaretta, St. Louis, MO 63115",Missouri,St. Louis City,St. Louis,2003-07-10,Parts per billion,9.333333,17.0,20,16,Parts per million,0.034708,0.05,10,42,Parts per billion,1.875,5.0,0,7.0,Parts per million,0.329167,0.4,0,5.0
8,31,2,2105 BROADWAY,Colorado,Denver,Denver,2012-10-15,Parts per billion,22.26087,46.0,20,43,Parts per million,0.022375,0.03,9,25,Parts per billion,0.73913,1.0,7,1.0,Parts per million,0.35,0.5,20,6.0
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,2000-06-06,Parts per billion,9.666667,19.0,0,18,Parts per million,0.021042,0.026,23,22,Parts per billion,2.333333,7.0,17,10.0,Parts per million,0.145833,0.2,13,2.0
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2000-02-08,Parts per billion,21.363636,46.0,20,43,Parts per million,0.024833,0.047,9,40,Parts per billion,2.869565,4.0,19,6.0,Parts per million,0.441667,0.8,0,9.0
48,201,416,7421 Park Place Blvd,Texas,Harris,Houston,2013-08-22,Parts per billion,10.891304,25.1,7,24,Parts per million,0.020375,0.04,8,34,Parts per billion,0.281818,1.2,7,1.0,Parts per million,0.229167,0.3,0,3.0
36,5,83,200TH STREET AND SOUTHERN BLVD Harding Lab,New York,Bronx,New York,2006-03-28,Parts per billion,34.375,55.0,20,52,Parts per million,0.015208,0.033,9,28,Parts per billion,6.375,22.0,6,31.0,Parts per million,0.404167,0.5,8,6.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2015-07-02,Parts per billion,0.086957,2.0,3,2,Parts per million,0.019,0.024,10,22,Parts per billion,0.043478,1.0,2,1.0,Parts per million,0.2,0.2,0,2.0
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2011-06-12,Parts per billion,1.417391,2.4,20,2,Parts per million,0.039833,0.044,7,37,Parts per billion,0.0,0.0,1,0.0,Parts per million,0.0,0.0,0,0.0
24,33,30,"Howard University's Beltsville Laboratory, 12003 Old Baltimore Pike",Maryland,Prince George's,Beltsville,2014-09-25,Parts per billion,4.766667,6.8,20,6,Parts per million,0.014458,0.02,0,19,Parts per billion,0.016667,0.1,0,0.0,Parts per million,0.2,0.2,0,2.0
6,111,3001,"545 CENTRAL AVENUE, OXNARD, CA  93030",California,Ventura,Not in a city,2001-03-02,Parts per billion,11.347826,21.0,6,20,Parts per million,0.022292,0.04,11,34,Parts per billion,0.434783,1.0,2,1.0,Parts per million,0.241667,0.4,9,5.0
42,95,25,WASHINGTON & CAMBRIA STS. FREEMANSBURG,Pennsylvania,Northampton,Freemansburg,2004-04-12,Parts per billion,17.391304,25.0,7,24,Parts per million,0.0265,0.037,22,31,Parts per billion,3.608696,8.0,13,11.0,Parts per million,0.345833,0.6,8,7.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2005-09-02,Parts per billion,28.125,66.0,21,64,Parts per million,0.021375,0.041,10,35,Parts per billion,1.541667,4.0,22,6.0,Parts per million,0.5375,0.9,23,10.0
41,51,80,SE LAFAYETTE/5824 SE LAFAYETTE,Oregon,Multnomah,Portland,2013-05-15,Parts per billion,8.220833,17.4,4,16,Parts per million,0.021375,0.034,11,29,Parts per billion,0.704167,1.4,6,1.0,Parts per million,0.2125,0.3,9,3.0
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2005-01-19,Parts per billion,39.826087,58.0,17,55,Parts per million,0.007625,0.015,9,13,Parts per billion,6.695652,10.0,8,14.0,Parts per million,1.695833,2.3,10,26.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2014-02-27,Parts per billion,12.708333,41.0,1,39,Parts per million,0.028917,0.035,10,32,Parts per billion,2.866667,4.1,18,6.0,Parts per million,0.541667,0.7,1,8.0
36,81,124,Queens College   65-30 Kissena Blvd  Parking Lot#6,New York,Queens,New York,2012-06-03,Parts per billion,12.575,27.2,4,25,Parts per million,0.039708,0.053,9,45,Parts per billion,0.983333,1.7,4,1.0,Parts per million,0.220833,0.3,4,3.0
51,87,14,2401 HARTMAN STREET  MATH & SCIENCE CTR,Virginia,Henrico,East Highland Park,2011-05-23,Parts per billion,8.216667,21.9,6,20,Parts per million,0.033042,0.047,10,40,Parts per billion,0.854545,2.1,21,3.0,Parts per million,0.220833,0.3,19,3.0
40,21,9002,"P.O. BOX 948   TAHLEQUAH, OK  74464",Oklahoma,Cherokee,Park Hill,2007-11-25,Parts per billion,4.958333,7.0,16,7,Parts per million,0.01625,0.022,0,19,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0375,0.1,0,1.0
6,13,2,2956-A TREAT BOULEVARD,California,Contra Costa,Concord,2000-01-28,Parts per billion,19.608696,30.0,20,28,Parts per million,0.005583,0.014,9,12,Parts per billion,1.409091,3.0,5,4.0,Parts per million,1.125,1.6,8,18.0
8,1,3001,3174 E. 78TH AVE.,Colorado,Adams,Welby,2015-01-02,Parts per billion,43.173913,60.0,8,57,Parts per million,0.008875,0.023,9,21,Parts per billion,2.434783,6.0,23,9.0,Parts per million,0.691667,1.5,23,17.0
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2007-10-26,Parts per billion,6.625,13.0,20,12,Parts per million,0.007208,0.016,10,14,Parts per billion,3.695652,4.0,1,6.0,Parts per million,0.65,0.9,23,10.0
17,163,10,13TH & TUDOR,Illinois,Saint Clair,East Saint Louis,2015-12-04,Parts per billion,14.654167,28.3,18,26,Parts per million,0.007292,0.018,10,17,Parts per billion,1.4875,6.8,10,9.0,Parts per million,0.4625,0.6,8,7.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2016-03-02,Parts per billion,8.056522,16.6,11,15,Parts per million,0.019042,0.026,20,24,Parts per billion,0.990909,2.6,15,3.0,Parts per million,0.616667,0.7,10,8.0
34,13,3,360 Clinton Avenue,New Jersey,Essex,Newark,2015-06-19,Parts per billion,9.041667,23.0,20,22,Parts per million,0.028667,0.042,10,39,Parts per billion,0.041667,0.2,2,0.0,Parts per million,0.2375,0.3,10,3.0
6,13,1004,"1865 D RUMRILL BLVD, San Pablo",California,Contra Costa,San Pablo,2008-07-05,Parts per billion,5.73913,8.0,22,8,Parts per million,0.014042,0.018,9,15,Parts per billion,0.772727,1.0,0,1.0,Parts per million,0.129167,0.2,10,2.0
25,25,42,HARRISON AVE,Massachusetts,Suffolk,Boston,2010-07-15,Parts per billion,9.545455,19.0,6,18,Parts per million,0.025958,0.03,10,25,Parts per billion,0.370833,1.2,15,1.0,Parts per million,0.258333,0.4,12,5.0
19,153,30,"1907 CARPENTER, DES MOINES IOWA",Iowa,Polk,Des Moines,2014-06-29,Parts per billion,2.658333,6.0,19,6,Parts per million,0.026917,0.034,0,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.145833,0.2,13,2.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2004-12-08,Parts per billion,2.0,4.0,5,4,Parts per million,0.033875,0.04,9,34,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.091667,0.1,0,1.0
10,3,2004,MLK BLVD AND JUSTISON ST.,Delaware,New Castle,Wilmington,2011-12-18,Parts per billion,10.125,27.0,23,25,Parts per million,0.014333,0.025,10,21,Parts per billion,0.816667,1.3,14,1.0,Parts per million,0.191667,0.4,23,5.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2015-03-22,Parts per billion,6.281818,11.6,4,10,Parts per million,0.029292,0.038,9,35,Parts per billion,3.2,8.1,7,11.0,Parts per million,0.220833,0.3,6,3.0
51,510,9,"517 N SAINT ASAPH ST, ALEXANDRIA HEALTH",Virginia,Alexandria City,Alexandria,2000-09-14,Parts per billion,24.625,39.0,2,37,Parts per million,0.024,0.039,12,33,Parts per billion,8.666667,31.0,15,44.0,Parts per million,0.4,0.6,7,7.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2007-09-16,Parts per billion,3.652174,13.0,18,12,Parts per million,0.024792,0.036,9,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2007-08-27,Parts per billion,4.791667,8.1,19,8,Parts per million,0.037917,0.046,11,39,Parts per billion,1.275,3.4,7,4.0,Parts per million,0.2,0.2,0,2.0
24,5,3001,600 Dorsey Avenue,Maryland,Baltimore,Essex,2008-02-23,Parts per billion,19.875,27.0,0,25,Parts per million,0.0065,0.012,11,10,Parts per billion,6.333333,14.0,15,20.0,Parts per million,0.970833,1.2,23,14.0
6,23,1004,717 SOUTH AVENUE,California,Humboldt,Eureka,2009-07-31,Parts per billion,0.666667,4.0,6,4,Parts per million,0.0155,0.018,8,15,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.2,0.2,0,2.0
42,71,7,ABRAHAM LINCOLN JR HIGH GROFFTOWN RD,Pennsylvania,Lancaster,Lancaster,2005-07-31,Parts per billion,6.166667,13.0,0,12,Parts per million,0.039583,0.064,9,64,Parts per billion,2.166667,7.0,8,10.0,Parts per million,0.108333,0.3,3,3.0
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2013-11-07,Parts per billion,1.7625,4.6,11,4,Parts per million,0.021375,0.028,0,24,Parts per billion,0.208333,0.3,0,0.0,Parts per million,0.116667,0.2,12,2.0
6,71,2002,"14360 ARROW BLVD., FONTANA",California,San Bernardino,Fontana,2008-08-27,Parts per billion,22.521739,43.0,23,41,Parts per million,0.028708,0.066,11,71,Parts per billion,2.391304,3.0,6,4.0,Parts per million,0.470833,0.6,7,7.0
6,37,1103,"1630 N MAIN ST, LOS ANGELES",California,Los Angeles,Los Angeles,2009-02-19,Parts per billion,35.521739,53.0,20,50,Parts per million,0.008333,0.024,9,20,Parts per billion,0.130435,1.0,8,1.0,Parts per million,0.633333,1.0,23,11.0
20,107,2,COUNTY RD 1103 .7 MI SOUTH OF K-52,Kansas,Linn,Not in a city,2002-09-23,Parts per billion,1.416667,6.0,23,6,Parts per million,0.023292,0.046,10,39,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1,0.1,0,1.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2012-06-28,Parts per billion,0.0,0.0,0,0,Parts per million,0.028042,0.031,0,26,Parts per billion,0.090909,1.0,0,1.0,Parts per million,0.066667,0.2,13,2.0
34,7,3,COPEWOOD E. DAVIS STS; TRAILER,New Jersey,Camden,Camden,2004-11-03,Parts per billion,21.791667,38.0,1,36,Parts per million,0.015792,0.027,8,23,Parts per billion,3.875,10.0,2,14.0,Parts per million,0.558333,0.7,0,8.0
42,17,12,ROCKVIEW LANE,Pennsylvania,Bucks,Bristol,2012-06-06,Parts per billion,13.125,16.0,0,15,Parts per million,0.02775,0.041,10,35,Parts per billion,1.333333,3.0,4,4.0,Parts per million,0.083333,0.2,2,2.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2010-12-01,Parts per billion,20.547826,33.8,18,31,Parts per million,0.008375,0.021,9,18,Parts per billion,1.004348,1.9,4,1.0,Parts per million,0.791667,1.0,7,11.0
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2015-09-12,Parts per billion,13.278261,26.0,7,25,Parts per million,0.028042,0.057,10,58,Parts per billion,0.283333,0.7,18,0.0,Parts per million,0.4,0.6,7,7.0
6,75,5,10 ARKANSAS ST.,California,San Francisco,San Francisco,2005-01-09,Parts per billion,22.478261,39.0,21,37,Parts per million,0.01325,0.024,9,20,Parts per billion,0.727273,1.0,8,1.0,Parts per million,0.504167,0.8,23,9.0
39,35,60,E. 14TH & ORANGE,Ohio,Cuyahoga,Cleveland,2014-10-29,Parts per billion,9.391304,19.0,6,18,Parts per million,0.010417,0.016,9,15,Parts per billion,0.504348,4.3,13,6.0,Parts per million,0.2,0.2,0,2.0
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2015-06-17,Parts per billion,0.875,1.7,19,1,Parts per million,0.025167,0.032,9,30,Parts per billion,0.05,0.1,10,0.0,Parts per million,0.1,0.1,5,1.0
6,83,1025,LFC #1-LAS FLORES CANYON,California,Santa Barbara,Capitan,2002-01-13,Parts per billion,3.086957,7.0,12,7,Parts per million,0.040375,0.043,14,36,Parts per billion,0.869565,3.0,14,4.0,Parts per million,0.183333,0.3,16,3.0
42,13,801,2ND AVE & 7TH ST,Pennsylvania,Blair,Altoona,2002-04-23,Parts per billion,7.166667,29.0,21,27,Parts per million,0.035792,0.049,9,42,Parts per billion,2.0,5.0,21,7.0,Parts per million,0.0,0.0,0,0.0
6,19,243,1005 W. WELDON AVENUE,California,Fresno,Fresno,2003-04-08,Parts per billion,18.347826,41.0,23,39,Parts per million,0.029,0.058,11,49,Parts per billion,1.347826,2.0,5,3.0,Parts per million,0.495833,1.1,6,13.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2015-05-30,Parts per billion,2.595652,5.0,7,5,Parts per million,0.033542,0.036,23,33,Parts per billion,0.363636,0.5,4,0.0,Parts per million,0.4,0.4,0,5.0
23,3,1100,"8 NORTHERN ROAD, PRESQUE ISLE, ME 04769",Maine,Aroostook,Presque Isle,2011-09-16,Parts per billion,0.4,0.8,13,0,Parts per million,0.015917,0.018,12,15,Parts per billion,0.120833,0.2,18,0.0,Parts per million,0.1,0.1,0,1.0
42,3,8,"301 39th St, Pittsburgh, PA 15201 (Lawrenceville)",Pennsylvania,Allegheny,Pittsburgh,2011-03-21,Parts per billion,11.0125,29.0,4,27,Parts per million,0.032083,0.042,11,36,Parts per billion,3.16087,11.5,8,16.0,Parts per million,0.241667,0.3,2,3.0
8,57,3,"Walden, Colorado - Chandler Ranch",Colorado,Jackson,Not in a city,2014-04-24,Parts per billion,0.468182,0.9,20,0,Parts per million,0.042958,0.051,9,47,Parts per billion,0.131818,0.2,2,0.0,Parts per million,0.142105,0.2,13,2.0
6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,2005-05-04,Parts per billion,14.26087,40.0,7,38,Parts per million,0.027583,0.049,9,42,Parts per billion,0.169565,0.6,8,0.0,Parts per million,0.533333,0.8,9,9.0
6,85,5,158B JACKSON ST,California,Santa Clara,San Jose,2013-06-21,Parts per billion,8.931818,22.6,8,21,Parts per million,0.020083,0.031,9,26,Parts per billion,0.233333,0.6,8,0.0,Parts per million,0.204167,0.3,8,3.0
12,95,2002,MORRIS BLVD.,Florida,Orange,Winter Park,2003-03-21,Parts per billion,15.125,27.0,19,25,Parts per million,0.016125,0.026,11,22,Parts per billion,0.125,1.0,18,1.0,Parts per million,0.65,0.7,12,8.0
6,95,4,304 TUOLUMNE ST.,California,Solano,Vallejo,2008-04-04,Parts per billion,4.434783,16.0,6,15,Parts per million,0.035417,0.041,9,35,Parts per billion,0.863636,1.0,0,1.0,Parts per million,0.275,0.3,0,3.0
6,25,5,"1029 ETHEL ST, CALEXICO HIGH SCHOOL",California,Imperial,Calexico,2006-03-05,Parts per billion,19.565217,39.0,20,37,Parts per million,0.023375,0.05,10,42,Parts per billion,0.056522,0.1,0,0.0,Parts per million,0.754167,1.8,2,20.0
42,49,3,10TH AND MARNE STREETS,Pennsylvania,Erie,Erie,2011-09-01,Parts per billion,5.666667,13.0,20,12,Parts per million,0.04475,0.057,10,48,Parts per billion,1.416667,3.0,15,4.0,Parts per million,0.2,0.2,0,2.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2008-07-17,Parts per billion,19.875,43.0,0,41,Parts per million,0.042708,0.066,11,71,Parts per billion,5.083333,12.0,0,17.0,Parts per million,0.2625,0.4,4,5.0
6,65,8001,"5888 MISSION BLVD., RUBIDOUX",California,Riverside,Rubidoux,2012-11-10,Parts per billion,16.763636,30.0,0,28,Parts per million,0.016958,0.038,10,32,Parts per billion,0.127273,0.4,7,0.0,Parts per million,0.445833,0.6,7,7.0
42,79,1101,CHILWICK & WASHINGTON STS,Pennsylvania,Luzerne,Wilkes-Barre,2008-04-23,Parts per billion,11.25,25.0,6,24,Parts per million,0.03125,0.053,10,45,Parts per billion,0.333333,3.0,8,4.0,Parts per million,0.1125,0.2,6,2.0
26,81,20,1179 MONROE NW,Michigan,Kent,Grand Rapids,2002-09-14,Parts per billion,22.0,45.0,21,42,Parts per million,0.045708,0.081,11,114,Parts per billion,4.916667,10.0,22,14.0,Parts per million,0.616667,1.0,1,11.0
6,83,4003,"STS POWER PLANT, VANDENBERG AFB",California,Santa Barbara,Vandenberg Air Force Base,2013-09-13,Parts per billion,0.0,0.0,0,0,Parts per million,0.031167,0.033,12,31,Parts per billion,1.0,1.0,0,1.0,Parts per million,0.2,0.2,0,2.0
40,109,1037,2501 E. Memorial Rd.  (OKLAHOMA CHRISTIAN UNIVERSITY),Oklahoma,Oklahoma,Oklahoma City,2013-03-29,Parts per billion,3.916667,10.0,7,9,Parts per million,0.036792,0.044,13,41,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.175,0.2,6,2.0
34,7,2,266 Spruce Street,New Jersey,Camden,Camden,2014-09-01,Parts per billion,7.833333,16.0,4,15,Parts per million,0.021167,0.038,10,35,Parts per billion,0.043478,1.0,9,1.0,Parts per million,0.104167,0.2,0,2.0
4,19,1011,"1237 S. BEVERLY , TUCSON",Arizona,Pima,Tucson,2003-07-08,Parts per billion,13.875,30.0,22,28,Parts per million,0.029625,0.054,10,46,Parts per billion,1.125,2.0,6,3.0,Parts per million,0.379167,0.5,8,6.0
6,83,2011,"380 N FAIRVIEW AVENUE, GOLETA",California,Santa Barbara,Goleta,2001-07-05,Parts per billion,10.565217,22.0,16,21,Parts per million,0.0255,0.031,8,26,Parts per billion,0.521739,3.0,16,4.0,Parts per million,0.3,0.4,19,5.0
21,145,1024,"JACKSON PURCHASE RECC, 2901 POWELL STREET",Kentucky,McCracken,Paducah,2000-08-27,Parts per billion,5.347826,10.0,18,9,Parts per million,0.034458,0.047,12,40,Parts per billion,0.956522,3.0,17,4.0,Parts per million,0.075,0.1,0,1.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2011-02-26,Parts per billion,13.041667,19.0,7,18,Parts per million,0.032833,0.039,10,33,Parts per billion,4.791667,6.0,14,9.0,Parts per million,1.0125,1.1,21,13.0
19,153,30,"1907 CARPENTER, DES MOINES IOWA",Iowa,Polk,Des Moines,2013-05-03,Parts per billion,4.2125,6.9,13,6,Parts per million,0.022167,0.025,12,21,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1875,0.2,0,2.0
51,59,1005,6507 COLUMBIA PIKE,Virginia,Fairfax,Annandale,2008-11-23,Parts per billion,15.625,29.0,18,27,Parts per million,0.012167,0.024,9,20,Parts per billion,15.0,28.0,6,40.0,Parts per million,0.204167,0.3,21,3.0
17,31,4002,1820 S. 51ST AVE.,Illinois,Cook,Cicero,2005-09-28,Parts per billion,25.583333,47.0,0,44,Parts per million,0.019958,0.029,10,25,Parts per billion,7.375,32.0,9,46.0,Parts per million,0.575,0.8,0,9.0
42,3,10,CARNEGIE SCIENCE CENTER - 1 ALLEGHENY RD,Pennsylvania,Allegheny,Pittsburgh,2002-04-14,Parts per billion,16.166667,28.0,0,26,Parts per million,0.02,0.03,17,25,Parts per billion,6.333333,24.0,9,34.0,Parts per million,0.25,0.7,3,8.0
48,309,1037,4472 Mazanec Rd,Texas,McLennan,Waco,2010-10-10,Parts per billion,0.609091,5.5,9,5,Parts per million,0.029208,0.041,10,35,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.1,0.1,0,1.0
42,69,2006,GEORGE ST TROOP AND CITY OF SCRANTON,Pennsylvania,Lackawanna,Scranton,2000-05-13,Parts per billion,9.875,22.0,23,21,Parts per million,0.035333,0.058,11,49,Parts per billion,1.375,4.0,13,6.0,Parts per million,0.308333,0.4,0,5.0
6,13,1002,5551 BETHEL ISLAND RD,California,Contra Costa,Bethel Island,2012-01-23,Parts per billion,6.630435,19.3,20,18,Parts per million,0.017333,0.026,8,22,Parts per billion,1.172727,1.3,15,1.0,Parts per million,0.241667,0.4,22,5.0
6,59,1003,"2850 MESA VERDE DR EAST, COSTA MESA",California,Orange,Costa Mesa,2005-02-20,Parts per billion,4.0,10.0,7,9,Parts per million,0.032947,0.037,9,31,Parts per billion,0.0,0.0,0,0.0,Parts per million,0.0,0.0,0,0.0
42,101,4,1501 E. LYCOMING AVE.,Pennsylvania,Philadelphia,Philadelphia,2008-11-20,Parts per billion,24.983333,32.3,7,30,Parts per million,0.002292,0.005,8,4,Parts per billion,5.691667,12.4,10,17.0,Parts per million,0.354167,0.4,8,5.0
19,163,15,10TH ST. & VINE ST. DAVENPORT,Iowa,Scott,Davenport,2015-08-30,Parts per billion,5.359091,10.6,22,9,Parts per million,0.023333,0.043,10,40,Parts per billion,0.434783,0.7,15,0.0,Parts per million,0.270833,0.3,0,3.0
24,23,2,"Piney Run, Frostburg Reservoir, Finzel",Maryland,Garrett,Grantsville,2014-06-10,Parts per billion,1.745833,2.3,4,2,Parts per million,0.028077,0.045,13,42,Parts per billion,0.429167,1.5,18,1.0,Parts per million,0.195833,0.2,1,2.0
5,119,7,PIKE AVE AT RIVER ROAD,Arkansas,Pulaski,North Little Rock,2010-03-21,Parts per billion,4.125,6.0,0,6,Parts per million,0.020792,0.033,23,28,Parts per billion,1.5,2.0,0,3.0,Parts per million,0.4,0.4,0,5.0
11,1,41,"420 34th Street N.E.,Washington, DC 20019",District Of Columbia,District of Columbia,Washington,2005-05-30,Parts per billion,21.625,35.0,21,33,Parts per million,0.018042,0.038,9,32,Parts per billion,2.458333,9.0,10,13.0,Parts per million,1.116667,1.7,4,19.0
6,67,2,"7823 BLACKFOOT WAY, NORTH HIGHLANDS",California,Sacramento,Not in a city,2009-02-06,Parts per billion,8.608696,24.0,23,23,Parts per million,0.018042,0.028,10,24,Parts per billion,0.043478,1.0,4,1.0,Parts per million,0.270833,0.4,23,5.0
42,21,11,MILLER AUTO SHOP 1 MESSENGER ST,Pennsylvania,Cambria,Johnstown,2013-04-14,Parts per billion,4.916667,15.0,20,14,Parts per million,0.038667,0.051,10,47,Parts per billion,9.166667,11.0,14,16.0,Parts per million,0.0,0.0,8,0.0
6,23,1004,717 SOUTH AVENUE,California,Humboldt,Eureka,2015-02-02,Parts per billion,3.191667,9.7,7,8,Parts per million,0.013167,0.018,10,17,Parts per billion,-0.245833,-0.2,0,0.0,Parts per million,0.204167,0.3,0,3.0
